37292 //  1-2 Switch //  $31.98 //  $35.15 //  $40.01 // 
52149 //  World Ends with You: Final Remix //  $23.19 //  $25.00 //  $29.95 // 
65166 //  World of Final Fantasy Maxima //  $32.76 //  $37.68 //  $48.98 // 
40569 //  Xenoblade Chronicles 2 //  $37.60 //  $40.00 //  $41.11 // 
40570 //  Xenoblade Chronicles 2 [Special Edition] //  $61.13 //  $67.37 //  $85.00 // 
50755 //  Xenoblade Chronicles 2: Torna The Golden Country //  $24.49 //  $26.99 //  $31.99 // 
63862 //  Yellow Nintendo Switch Lite //  $181.52 //  $209.40 //  $272.22 // 
47001 //  "Yokus Island Express" //  $15.80 //  $16.15 //  $19.99 // 
52699 //  Yomawari: The Long Night Collection //  $27.99 //  $28.49 //  $44.22 // 
46985 //  Yonder Cloud Catcher Chronicles //  $19.00 //  $22.55 //  $25.88 // 
54406 //  Yooka-Laylee //  $28.00 //  $38.35 //  $59.99 // 
54407 //  "Yooka-Laylee [Collectors Edition]" //  $78.23 //  $97.64 //  $110.53 // 
65157 //  Yooka-Laylee: The Impossible Lair //  $20.86 //  $25.00 //  $29.98 // 
58078 //  "Yoshis Crafted World" //  $34.00 //  $34.72 //  $38.12 // 
47010 //  Ys VIII Lacrimosa of DANA //  $39.36 //  $45.50 //  $52.85 // 
47040 //  Ys VIII Lacrimosa of DANA [Limited Edition] //  $97.12 //  $111.69 //  $153.18 // 
63692 //  Yu-Gi-Oh Legacy of the Duelist: Link Evolution //  $23.94 //  $24.99 //  $26.38 // 
64006 //  Yu-No: A Girl Who Chants Love at the Bound of this World //  $32.34 //  $33.30 //  $48.49 // 
64013 //  Yu-No: A Girl Who Chants Love at the Bound of this World [Limited Edition] //   //   //   // 
37294 //  Zelda Breath of the Wild //  $39.16 //  $41.39 //  $44.68 // 
40548 //  "Zelda Breath of the Wild [Explorers Edition]" //  $49.99 //  $65.00 //  $81.46 // 
37320 //  Zelda Breath of the Wild [Master Edition] //  $289.49 //  $336.50 //  $447.18 // 
37295 //  Zelda Breath of the Wild [Special Edition] //  $45.50 //  $71.50 //  $127.83 // 
51985 //  Zelda Breath of the Wild [Starter Pack] //  $45.00 //  $45.32 //  $51.46 // 
63770 //  "Zelda Links Awakening" //  $36.00 //  $38.89 //  $43.62 // 
63771 //  "Zelda Links Awakening [Dreamer Edition]" //  $51.84 //  $60.00 //  $80.47 // 
66771 //  Zombieland Double Tap Roadtrip //  $22.38 //  $25.00 //  $26.81 // 
