4193 //  007 Racing //  $4.07 //  $7.28 //  $18.93 // 
37614 //  Alien Trilogy [Greatest Hits] //  $11.25 //  $15.04 //  $73.82 // 
38413 //  Alien Trilogy [Long Box] //  $14.99 //  $29.98 //  $59.96 // 
12608 //  All-Star Racing //  $3.40 //  $5.52 //  $5.75 // 
12609 //  All-Star Racing 2 //  $3.45 //  $5.53 //  $7.99 // 
13964 //  All-Star Slammin D-Ball //  $3.58 //  $5.37 //  $7.97 // 
32813 //  All-star Baseball 97 //  $5.94 //  $8.91 //  $23.17 // 
4206 //  Allied General //  $8.16 //  $12.75 //  $33.15 // 
4207 //  "Alone In The Dark One Eyed Jacks Revenge" //  $15.39 //  $22.93 //  $74.28 // 
4208 //  Alone In The Dark The New Nightmare //  $11.36 //  $18.39 //  $47.19 // 
4209 //  Alundra //  $32.56 //  $88.50 //  $180.40 // 
4210 //  Alundra 2 //  $9.95 //  $22.48 //  $46.78 // 
4211 //  Amazing Virtual Sea-Monkeys //  $3.39 //  $3.99 //  $9.57 // 
4212 //  American Pool //  $3.28 //  $5.99 //  $7.85 // 
46422 //  Analog Joystick Flightstick Controller //  $51.17 //  $53.77 //  $139.80 // 
12610 //  Andretti Racing //  $3.21 //  $5.00 //  $8.61 // 
49702 //  Andretti Racing [Greatest Hits] //  $3.25 //  $5.00 //  $12.99 // 
4213 //  Animaniacs Ten Pin Alley //  $5.08 //  $5.33 //  $23.42 // 
12612 //  Animorphs Shattered Reality //  $3.80 //  $8.50 //  $22.01 // 
4214 //  Ape Escape //  $10.32 //  $23.39 //  $50.96 // 
37617 //  Ape Escape [Greatest Hits] //  $10.27 //  $19.43 //  $49.67 // 
4215 //  Apocalypse //  $6.75 //  $13.08 //  $34.00 // 
12613 //  "Aquanauts Holiday" //  $8.00 //  $16.68 //  $43.03 // 
4216 //  Arc The Lad Collection //  $22.56 //  $65.96 //  $115.39 // 
12614 //  Arcade Party Pak //  $5.54 //  $8.48 //  $13.04 // 
4232 //  "Arcades Greatest Hits Atari Collection 1" //  $4.68 //  $6.65 //  $14.86 // 
8519 //  "Arcades Greatest Hits Atari Collection 2" //  $6.95 //  $8.90 //  $28.10 // 
4577 //  "Arcades Greatest Hits Midway Collection 2" //  $6.44 //  $9.00 //  $40.55 // 
4217 //  Area 51 //  $7.36 //  $10.45 //  $63.50 // 
4218 //  Armored Core //  $10.72 //  $21.50 //  $74.03 // 
12615 //  Armored Core Master of Arena //  $11.73 //  $18.50 //  $29.99 // 
4219 //  Armored Core Project Phantasma //  $14.23 //  $27.97 //  $116.27 // 
12616 //  Armorines Project SWARM //  $3.33 //  $8.26 //  $11.59 // 
12578 //  Army Men 3D //  $3.65 //  $6.19 //  $23.30 // 
62530 //  "Army Men 3D [Collectors Edition]" //  $3.99 //  $5.99 //  $15.57 // 
49703 //  Army Men 3D [Greatest Hits] //  $5.27 //  $7.49 //  $22.30 // 
4220 //  Army Men Air Attack //  $3.74 //  $5.32 //  $18.33 // 
4221 //  Army Men Air Attack 2 //  $4.38 //  $5.35 //  $21.99 // 
62532 //  "Army Men Air Attack [Collectors Edition]" //   //   //   // 
49704 //  Army Men Air Attack [Greatest Hits] //  $5.33 //  $8.00 //  $29.95 // 
4222 //  Army Men Gold //  $15.00 //  $23.25 //  $60.45 // 
12617 //  Army Men Green Rogue //  $4.70 //  $8.48 //  $21.35 // 
4228 //  "Army Men Sarges Heroes" //  $6.45 //  $7.99 //  $37.02 // 
12093 //  "Army Men Sarges Heroes 2" //  $6.46 //  $8.01 //  $25.81 // 
62531 //  "Army Men Sarges Heroes [Collectors Edition]" //  $9.33 //  $13.99 //  $36.37 // 
4224 //  Army Men World War //  $5.83 //  $8.50 //  $31.46 // 
4225 //  Army Men World War Final Front //  $6.97 //  $10.50 //  $30.00 // 
4226 //  Army Men World War Land Sea Air //  $5.93 //  $7.04 //  $39.07 // 
4227 //  Army Men World War Team Assault //  $4.48 //  $6.21 //  $19.63 // 
12618 //  Arthur Ready to Race //  $4.47 //  $5.88 //  $15.76 // 
12619 //  Assault Retribution //  $5.09 //  $9.48 //  $20.84 // 
4229 //  Assault Rigs //  $8.07 //  $9.65 //  $53.65 // 
38414 //  Assault Rigs [Long Box] //  $11.99 //  $14.33 //  $120.00 // 
4230 //  Asteroids //  $3.79 //  $5.00 //  $10.51 // 
37618 //  Asteroids [Greatest Hits] //  $2.89 //  $4.55 //  $11.57 // 
4231 //  Atari Anniversary Redux //  $2.88 //  $4.38 //  $11.53 // 
4233 //  Atlantis The Lost Empire //  $7.40 //  $13.79 //  $23.70 // 
12621 //  Austin Powers Pinball //  $3.41 //  $4.54 //  $6.50 // 
4236 //  Auto Destruct //  $7.20 //  $10.32 //  $27.20 // 
12658 //  Azure Dreams //  $38.85 //  $53.00 //  $124.99 // 
12659 //  BRAHMA Force the Assault on Beltlogger 9 //  $4.99 //  $7.59 //  $19.95 // 
4237 //  Backstreet Billiards //  $7.39 //  $9.72 //  $17.47 // 
12660 //  Backyard Soccer //  $3.16 //  $5.40 //  $9.26 // 
12661 //  Baldies //  $5.28 //  $8.16 //  $10.98 // 
12662 //  Ball Breakers //  $2.09 //  $4.90 //  $6.75 // 
12663 //  Ballblazer Champions //  $3.99 //  $5.51 //  $9.99 // 
4238 //  Ballerburg Castle Chaos //  $4.78 //  $6.23 //  $8.00 // 
12664 //  Ballistic //  $4.55 //  $6.96 //  $18.12 // 
12665 //  Barbie Explorer //  $5.59 //  $11.40 //  $24.99 // 
4239 //  Barbie Gotta Have Games //  $4.70 //  $5.99 //  $7.15 // 
4240 //  Barbie Race and Ride //  $4.00 //  $5.28 //  $12.87 // 
4241 //  Barbie Super Sports //  $4.12 //  $6.18 //  $8.68 // 
19220 //  Bases Loaded 96: Double Header //  $5.03 //  $9.61 //  $26.00 // 
4242 //  Bass Championship //  $3.94 //  $5.50 //  $12.99 // 
4243 //  Bass Landing //  $11.26 //  $11.87 //  $37.29 // 
12666 //  Bass Rise //  $3.51 //  $6.50 //  $15.91 // 
4245 //  Batman Beyond //  $7.52 //  $14.99 //  $38.61 // 
4246 //  Batman Forever Arcade //  $49.99 //  $101.93 //  $208.53 // 
4247 //  Batman Gotham City Racer //  $9.99 //  $23.93 //  $48.23 // 
4244 //  Batman and Robin //  $13.17 //  $18.83 //  $69.95 // 
4248 //  Battle Arena Toshinden //  $5.19 //  $10.62 //  $66.56 // 
4249 //  Battle Arena Toshinden 2 //  $8.37 //  $14.50 //  $105.90 // 
38418 //  Battle Arena Toshinden 2 [Long Box] //  $17.63 //  $19.99 //  $699.98 // 
4250 //  Battle Arena Toshinden 3 //  $10.86 //  $19.99 //  $96.40 // 
37619 //  Battle Arena Toshinden [Greatest Hits] //  $5.00 //  $10.99 //  $20.00 // 
38417 //  Battle Arena Toshinden [Long Box] //  $9.99 //  $14.35 //  $189.06 // 
63132 //  Battle Arena Toshinden [Not for Resale] //  $11.29 //  $16.84 //  $44.04 // 
4251 //  Battle Hunter //  $8.98 //  $12.70 //  $19.99 // 
12667 //  Battle Stations //  $3.06 //  $5.93 //  $9.44 // 
34013 //  Battlesport //  $7.79 //  $18.99 //  $42.64 // 
4252 //  Battletanx Global Assault //  $5.12 //  $7.02 //  $13.70 // 
4253 //  Bear in the Big Blue House //  $4.13 //  $6.67 //  $10.31 // 
4254 //  Beast Wars Transformers //  $7.51 //  $15.59 //  $49.30 // 
12668 //  Beyblade Let It Rip //  $2.98 //  $4.64 //  $8.89 // 
4255 //  Beyond the Beyond //  $13.19 //  $25.05 //  $110.43 // 
13963 //  Big Air //  $2.82 //  $4.42 //  $6.30 // 
4256 //  Big Bass Fishing //  $3.98 //  $4.46 //  $8.41 // 
4257 //  Big Bass World Championship //  $3.09 //  $5.42 //  $14.99 // 
4258 //  Big Game Hunter Ultimate Challenge //  $3.31 //  $4.72 //  $8.49 // 
14348 //  Big League Slugger Baseball //  $3.58 //  $6.46 //  $8.31 // 
4259 //  "Big Ol Bass" //  $6.90 //  $8.89 //  $19.34 // 
14396 //  "Big Ol Bass 2" //  $7.95 //  $9.99 //  $31.80 // 
49713 //  "Big Ol Bass [Greatest Hits]" //   //   //   // 
12669 //  Big Strike Bowling //  $3.15 //  $5.07 //  $8.59 // 
4260 //  Billiards //  $3.48 //  $4.12 //  $8.52 // 
12670 //  Biofreaks //  $5.18 //  $5.93 //  $21.83 // 
12671 //  Black Bass/Blue Marlin //  $3.62 //  $7.20 //  $18.72 // 
12672 //  Black Dawn //  $4.72 //  $7.21 //  $16.13 // 
4261 //  Blade //  $7.88 //  $15.03 //  $23.30 // 
4262 //  Blast Chamber //  $6.95 //  $10.43 //  $26.25 // 
12673 //  Blast Lacrosse //  $6.98 //  $10.99 //  $28.78 // 
12674 //  Blast Radius //  $4.04 //  $5.99 //  $12.77 // 
12675 //  Blaster Master Blasting Again //  $4.99 //  $7.95 //  $18.56 // 
12676 //  Blasto //  $9.37 //  $17.52 //  $59.99 // 
4263 //  Blazing Dragons //  $8.00 //  $15.00 //  $36.72 // 
4265 //  Blockids //  $5.13 //  $10.01 //  $13.53 // 
4266 //  Blood Omen //  $11.55 //  $17.98 //  $46.35 // 
4267 //  Bloody Roar //  $13.75 //  $23.47 //  $70.00 // 
4268 //  Bloody Roar 2 //  $12.72 //  $26.67 //  $59.99 // 
4269 //  "Blues Clues Blues Big Musical" //  $3.48 //  $6.06 //  $8.53 // 
4270 //  Bob the Builder Can We Fix It //  $2.69 //  $3.77 //  $7.56 // 
12677 //  Bogey Dead 6 //  $4.18 //  $6.39 //  $45.99 // 
12678 //  Bomberman Fantasy Race //  $17.78 //  $27.35 //  $71.11 // 
4271 //  Bomberman Party Edition //  $7.45 //  $12.39 //  $31.50 // 
4272 //  Bomberman World //  $8.27 //  $20.57 //  $58.90 // 
4273 //  Bombing Islands //  $3.43 //  $4.24 //  $11.86 // 
4274 //  Boombots //  $7.99 //  $11.77 //  $30.03 // 
15000 //  Bottom of the 9th //  $4.70 //  $7.65 //  $26.00 // 
18499 //  "Bottom of the 9th 97" //  $6.09 //  $6.48 //  $10.49 // 
20099 //  Bottom of the 9th 99 //  $2.91 //  $4.81 //  $6.48 // 
38456 //  Bottom of the 9th [Long Box] //  $6.67 //  $11.21 //  $26.00 // 
12679 //  Bowling //  $3.01 //  $4.68 //  $7.68 // 
12680 //  Boxing //  $3.86 //  $4.97 //  $5.28 // 
4275 //  Brain Dead 13 //  $24.95 //  $41.98 //  $132.13 // 
38419 //  Brain Dead 13 [Long Box] //  $30.00 //  $45.56 //  $112.06 // 
4276 //  Bratz //  $3.88 //  $4.63 //  $11.99 // 
4277 //  Brave Fencer Musashi //  $29.99 //  $65.12 //  $120.00 // 
4278 //  Bravo Air Race //  $5.33 //  $7.62 //  $22.49 // 
4279 //  Breakout //  $5.00 //  $8.16 //  $13.89 // 
4280 //  Breath of Fire 3 //  $20.56 //  $39.66 //  $129.00 // 
4281 //  Breath of Fire IV //  $28.67 //  $47.60 //  $122.25 // 
4282 //  Brigandine The Legend of Forsena //  $79.99 //  $122.77 //  $170.00 // 
12681 //  Broken Helix //  $5.59 //  $9.50 //  $14.72 // 
4283 //  Broken Sword 2 //  $6.52 //  $10.68 //  $29.15 // 
4284 //  Broken Sword The Shadow of the Templars //  $7.54 //  $11.22 //  $55.58 // 
4285 //  Brunswick Circuit Pro Bowling //  $4.62 //  $8.39 //  $23.95 // 
4286 //  Brunswick Circuit Pro Bowling 2 //  $6.62 //  $9.36 //  $21.84 // 
4287 //  Bubble Bobble Featuring Rainbow Islands //  $13.20 //  $19.11 //  $48.00 // 
7284 //  Bubsy 3D //  $11.07 //  $15.98 //  $29.99 // 
12682 //  Bug Riders //  $4.81 //  $9.17 //  $10.00 // 
4289 //  Bugs Bunny Lost in Time //  $12.62 //  $20.39 //  $41.23 // 
4288 //  Bugs Bunny and Taz Time Busters //  $11.54 //  $24.95 //  $65.20 // 
4291 //  Builders Block //  $8.02 //  $15.18 //  $27.20 // 
4292 //  Burning Road //  $5.43 //  $8.35 //  $21.72 // 
12683 //  BursTrick Wakeboarding //  $2.16 //  $3.27 //  $5.87 // 
4293 //  Bushido Blade //  $12.50 //  $22.80 //  $109.68 // 
4294 //  Bushido Blade 2 //  $13.45 //  $22.48 //  $53.66 // 
4295 //  Bust A Groove //  $25.96 //  $39.99 //  $93.55 // 
4296 //  Bust A Groove 2 //  $43.49 //  $69.00 //  $136.73 // 
4297 //  Bust-A-Move 2 //  $7.05 //  $10.24 //  $74.55 // 
38420 //  Bust-A-Move 2 [Long Box] //  $8.58 //  $15.27 //  $34.32 // 
4298 //  Bust-A-Move 4 //  $7.08 //  $10.85 //  $32.79 // 
4299 //  Bust-A-Move 99 //  $5.91 //  $8.99 //  $40.88 // 
4300 //  Buster Bros. Collection //  $12.14 //  $19.45 //  $48.74 // 
4301 //  Buzz Lightyear of Star Command //  $5.53 //  $9.49 //  $21.96 // 
14077 //  C-12 Final Resistance //  $4.04 //  $6.82 //  $8.61 // 
12684 //  CART World Series //  $2.89 //  $5.42 //  $18.95 // 
4340 //  CTR Crash Team Racing //  $10.00 //  $15.48 //  $55.48 // 
53920 //  "CTR Crash Team Racing [Collectors Edition]" //  $10.19 //  $17.70 //  $42.51 // 
37621 //  CTR Crash Team Racing [Greatest Hits] //  $8.93 //  $14.05 //  $55.25 // 
4303 //  "Cabelas Ultimate Deer Hunt" //  $3.65 //  $5.89 //  $12.57 // 
12685 //  "Caesars Palace" //  $3.59 //  $4.20 //  $8.95 // 
7286 //  "Caesars Palace 2" //  $3.20 //  $4.74 //  $17.95 // 
12686 //  "Caesars Palace 2000" //  $3.36 //  $4.54 //  $10.90 // 
4304 //  Capcom vs SNK Pro //  $18.48 //  $37.97 //  $82.48 // 
14287 //  Car and Driver Presents Grand Tour Racing 98 //  $3.42 //  $4.45 //  $9.99 // 
12687 //  Card Games //  $3.13 //  $4.70 //  $6.09 // 
4305 //  Cardinal Syn //  $6.21 //  $7.99 //  $15.46 // 
4306 //  Carnage Heart //  $17.15 //  $27.88 //  $35.50 // 
4307 //  Casper //  $5.14 //  $7.60 //  $35.86 // 
4308 //  Casper Friends Around the World //  $4.76 //  $5.26 //  $21.45 // 
37620 //  Casper [Greatest Hits] //  $6.43 //  $9.72 //  $24.63 // 
4309 //  Castlevania Chronicles //  $58.52 //  $101.92 //  $186.73 // 
4310 //  Castlevania Symphony of the Night //  $39.90 //  $76.51 //  $121.51 // 
37589 //  Castlevania Symphony of the Night [Greatest Hits] //  $43.63 //  $63.94 //  $129.20 // 
12688 //  Castrol Honda Superbike Racing //  $3.99 //  $4.01 //  $9.99 // 
4313 //  Centipede //  $5.13 //  $6.88 //  $15.00 // 
12690 //  Championship Motocross //  $3.47 //  $5.47 //  $9.99 // 
4314 //  Championship Motocross 2001 //  $3.86 //  $7.47 //  $19.17 // 
12689 //  Championship Surfer //  $2.91 //  $4.59 //  $5.33 // 
12904 //  Chess //  $3.50 //  $3.53 //  $8.88 // 
4315 //  Chessmaster 3D //  $3.49 //  $5.95 //  $28.22 // 
38421 //  Chessmaster 3D [Long Box] //  $4.99 //  $11.62 //  $19.96 // 
4316 //  Chessmaster II //  $5.75 //  $5.89 //  $23.60 // 
4317 //  Chicken Run //  $4.97 //  $11.16 //  $18.34 // 
4318 //  Chocobo Racing //  $24.95 //  $39.99 //  $91.99 // 
4319 //  "Chocobos Dungeon 2" //  $18.99 //  $40.00 //  $100.43 // 
8733 //  Chronicles of the Sword //  $6.21 //  $8.02 //  $24.84 // 
4320 //  Chrono Cross //  $7.19 //  $15.90 //  $23.82 // 
37587 //  Chrono Cross [Greatest Hits] //  $6.04 //  $10.83 //  $12.75 // 
4321 //  Circuit Breakers //  $6.57 //  $7.96 //  $27.85 // 
4322 //  Civilization II //  $10.64 //  $15.05 //  $36.16 // 
39951 //  Clear Blue Dual Shock Controller //  $12.00 //  $18.00 //  $48.00 // 
53813 //  Clear Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
39950 //  Clear Green Dual Shock Controller //  $12.00 //  $17.99 //  $48.00 // 
58121 //  Clear Red Dual Shock Controller //   //   //   // 
12691 //  "Cleopatras Fortune" //  $4.67 //  $6.58 //  $8.05 // 
4323 //  Clock Tower //  $44.42 //  $74.00 //  $399.99 // 
4324 //  Clock Tower 2 //  $54.61 //  $120.00 //  $201.75 // 
12692 //  Codename Tenka //  $6.50 //  $11.97 //  $41.24 // 
18581 //  Colin McRae Rally //  $6.79 //  $10.19 //  $26.13 // 
4325 //  Colin Mcrae Rally 2.0 //  $18.81 //  $36.73 //  $37.86 // 
12585 //  Collection of Intellivision Classic Games //  $4.97 //  $7.49 //  $13.05 // 
67582 //  "Collectors Edition: 007: Racing & Medal of Honor & 007: Tomorrow Never Dies" //   //   //   // 
17615 //  College Slam //  $7.99 //  $9.23 //  $12.29 // 
38422 //  College Slam [Long Box] //  $4.51 //  $10.61 //  $18.00 // 
4326 //  Colony Wars //  $6.02 //  $10.95 //  $24.25 // 
4327 //  Colony Wars Red Sun //  $5.28 //  $8.87 //  $18.71 // 
4328 //  Colony Wars Vengeance //  $4.33 //  $8.85 //  $19.59 // 
4329 //  Command and Conquer //  $8.59 //  $9.53 //  $46.97 // 
4330 //  Command and Conquer Red Alert //  $11.43 //  $15.12 //  $48.91 // 
4332 //  Command and Conquer Red Alert Retaliation //  $8.74 //  $14.03 //  $40.31 // 
12693 //  Contender //  $2.78 //  $4.35 //  $9.04 // 
12694 //  Contender 2 //  $3.92 //  $4.99 //  $8.96 // 
4333 //  Contra Adventure //  $19.99 //  $46.45 //  $100.00 // 
4334 //  Contra Legacy of War //  $8.21 //  $14.99 //  $86.67 // 
12695 //  Cool Boarders //  $5.60 //  $10.58 //  $23.40 // 
12696 //  Cool Boarders 2 //  $4.29 //  $6.19 //  $14.84 // 
49705 //  Cool Boarders 2 [Greatest Hits] //  $2.73 //  $2.74 //  $9.95 // 
12698 //  Cool Boarders 2001 //  $2.47 //  $3.23 //  $8.96 // 
12697 //  Cool Boarders 3 //  $3.47 //  $5.31 //  $13.68 // 
49706 //  Cool Boarders 3 [Greatest Hits] //  $2.69 //  $4.78 //  $10.76 // 
13098 //  Cool Boarders 4 //  $3.26 //  $4.89 //  $6.65 // 
49707 //  Cool Boarders 4 [Greatest Hits] //  $3.83 //  $3.84 //  $9.92 // 
4335 //  Countdown Vampires //  $29.99 //  $54.99 //  $92.56 // 
12699 //  Courier Crisis //  $5.15 //  $11.45 //  $30.67 // 
7301 //  Covert Ops Nuclear Dawn //  $4.92 //  $9.90 //  $37.51 // 
4336 //  Crash Bandicoot //  $11.14 //  $16.75 //  $36.72 // 
4337 //  Crash Bandicoot 2 Cortex Strikes Back //  $5.95 //  $13.10 //  $35.50 // 
37613 //  Crash Bandicoot 2 Cortex Strikes Back [Greatest Hits] //  $7.00 //  $9.00 //  $23.45 // 
15026 //  "Crash Bandicoot Collectors Edition" //  $37.24 //  $42.92 //  $143.92 // 
4338 //  Crash Bandicoot Warped //  $6.01 //  $10.00 //  $42.23 // 
53919 //  "Crash Bandicoot Warped [Collectors Edition]" //  $9.74 //  $13.94 //  $36.24 // 
37591 //  Crash Bandicoot Warped [Greatest Hits] //  $6.42 //  $9.82 //  $49.99 // 
37590 //  Crash Bandicoot [Greatest Hits] //  $11.99 //  $19.88 //  $70.47 // 
4339 //  Crash Bash //  $8.82 //  $14.99 //  $48.39 // 
53918 //  "Crash Bash [Collectors Edition]" //  $9.99 //  $14.23 //  $37.00 // 
37622 //  Crash Bash [Greatest Hits] //  $9.95 //  $12.22 //  $31.09 // 
4341 //  Creatures //  $4.30 //  $6.69 //  $11.57 // 
4342 //  Creatures Raised In Space //  $4.97 //  $10.30 //  $10.48 // 
12700 //  Crime Killer //  $3.72 //  $7.19 //  $16.72 // 
4343 //  Critical Depth //  $3.79 //  $8.77 //  $15.14 // 
12701 //  Criticom //  $6.46 //  $9.01 //  $32.00 // 
38423 //  Criticom [Long Box] //  $8.51 //  $12.62 //  $49.99 // 
4344 //  Croc //  $5.62 //  $10.10 //  $36.62 // 
4345 //  Croc 2 //  $8.98 //  $13.59 //  $54.56 // 
37623 //  Croc [Greatest Hits] //  $5.99 //  $10.73 //  $31.00 // 
12702 //  Crossroad Crisis //  $3.42 //  $5.39 //  $6.49 // 
4346 //  Crusader-No Remorse //  $11.99 //  $25.41 //  $33.41 // 
4347 //  Crusaders of Might and Magic //  $3.57 //  $6.79 //  $15.01 // 
4348 //  Crypt Killer //  $14.40 //  $21.44 //  $46.50 // 
12703 //  Cubix Robots for Everyone Race N Robots //  $3.48 //  $5.11 //  $7.45 // 
4349 //  Cyber Sled //  $7.99 //  $12.30 //  $57.01 // 
38424 //  Cyber Sled [Long Box] //  $6.99 //  $14.00 //  $89.99 // 
12704 //  CyberSpeed //  $4.60 //  $9.04 //  $30.85 // 
38425 //  CyberSpeed [Long Box] //  $5.82 //  $7.47 //  $77.00 // 
12705 //  CyberTiger //  $2.49 //  $3.30 //  $9.95 // 
12706 //  Cyberia //  $5.05 //  $10.61 //  $38.58 // 
38426 //  Cyberia [Long Box] //  $10.81 //  $16.22 //  $73.35 // 
14051 //  D //  $12.36 //  $54.93 //  $140.12 // 
38427 //  D [Long Box] //  $39.10 //  $58.65 //  $249.99 // 
4350 //  Dance Dance Revolution //  $4.91 //  $8.48 //  $14.00 // 
4351 //  Dance Dance Revolution Bundle //  $10.11 //  $31.23 //  $278.30 // 
4352 //  Dance Dance Revolution Disney Mix //  $8.07 //  $14.79 //  $40.69 // 
4353 //  Dance Dance Revolution Konamix //  $4.17 //  $6.27 //  $18.69 // 
49708 //  Dance Dance Revolution Konamix [Greatest Hits] //  $5.20 //  $5.96 //  $10.51 // 
4354 //  Danger Girl //  $9.94 //  $17.99 //  $38.99 // 
12708 //  Dare Devil Derby 3D //  $3.12 //  $6.35 //  $19.99 // 
12709 //  Darklight Conflict //  $2.97 //  $7.58 //  $18.73 // 
4355 //  Darkstalkers 3 //  $21.87 //  $41.50 //  $82.41 // 
4356 //  Darkstalkers The Night Warriors //  $20.49 //  $78.00 //  $199.99 // 
38429 //  Darkstalkers The Night Warriors [Long Box] //  $25.85 //  $51.06 //  $103.40 // 
4357 //  Darkstone //  $4.81 //  $7.25 //  $18.94 // 
14363 //  Dave Mirra Freestyle BMX //  $4.47 //  $7.15 //  $24.49 // 
14140 //  Dave Mirra Freestyle BMX Maximum Remix //  $4.43 //  $10.52 //  $12.99 // 
49709 //  Dave Mirra Freestyle BMX [Greatest Hits] //  $3.99 //  $7.99 //  $7.99 // 
18699 //  David Beckham Soccer //  $3.92 //  $5.65 //  $9.86 // 
18630 //  Dead Ball Zone //  $4.21 //  $10.46 //  $39.69 // 
4358 //  Dead in the Water //  $5.83 //  $13.27 //  $26.79 // 
4359 //  Dead or Alive //  $11.84 //  $25.30 //  $91.66 // 
12710 //  Deathtrap Dungeon //  $5.39 //  $7.23 //  $29.65 // 
12711 //  Deception III Dark Delusion //  $21.22 //  $33.37 //  $62.99 // 
12707 //  Defcon 5 //  $5.06 //  $8.37 //  $21.75 // 
38430 //  Defcon 5 [Long Box] //  $8.89 //  $11.48 //  $35.56 // 
4360 //  Delta Force Urban Warfare //  $4.08 //  $6.75 //  $14.01 // 
4361 //  Demolition Racer //  $5.50 //  $10.74 //  $39.47 // 
13836 //  Descent //  $8.65 //  $12.96 //  $41.51 // 
4362 //  Descent Maximum //  $7.05 //  $11.19 //  $49.63 // 
38431 //  Descent [Long Box] //  $9.54 //  $13.51 //  $39.95 // 
4363 //  Destrega //  $11.99 //  $17.90 //  $35.95 // 
4364 //  Destruction Derby //  $5.14 //  $7.91 //  $31.99 // 
4365 //  Destruction Derby 2 //  $6.10 //  $9.05 //  $33.63 // 
37625 //  Destruction Derby 2 [Greatest Hits] //  $6.21 //  $9.88 //  $20.70 // 
4366 //  Destruction Derby Raw //  $8.00 //  $13.95 //  $31.36 // 
37624 //  Destruction Derby [Greatest Hits] //  $5.44 //  $7.47 //  $18.08 // 
38432 //  Destruction Derby [Long Box] //  $10.38 //  $11.89 //  $100.00 // 
4367 //  Detective Barbie The Mystery Cruise //  $4.70 //  $5.76 //  $9.25 // 
4368 //  Devil Dice //  $11.55 //  $14.10 //  $34.99 // 
4369 //  "Dexters Laboratory Mandarks Lab" //  $6.25 //  $7.67 //  $14.37 // 
4370 //  Diablo //  $34.67 //  $54.50 //  $373.60 // 
