2888 //  007 James Bond //  $6.45 //  $22.33 //  $148.50 // 
33799 //  "George Foremans KO Boxing" //  $3.91 //  $13.93 //  $23.44 // 
18646 //  Getaway: High Speed II //  $14.58 //  $74.95 //  $100.00 // 
13373 //  Ghostbusters II //  $36.18 //  $150.00 //  $172.88 // 
2860 //  Go Go Tank //  $5.56 //  $24.51 //  $68.98 // 
13374 //  Goal //  $7.16 //  $49.42 //  $60.86 // 
2862 //  Godzilla //  $9.90 //  $42.59 //  $131.50 // 
66730 //  "Godzilla [Players Choice]" //   //   //   // 
2866 //  Golf //  $6.21 //  $14.75 //  $33.87 // 
13375 //  Gradius Interstellar Assault //  $26.39 //  $89.17 //  $299.00 // 
13376 //  Great Greed //  $44.49 //  $170.21 //  $374.83 // 
16871 //  Green Game Boy Pocket //  $30.00 //  $60.20 //  $169.01 // 
2869 //  Gremlins 2 //  $9.48 //  $28.49 //  $106.33 // 
21130 //  HAL Wrestling //  $8.50 //  $9.84 //  $51.17 // 
21149 //  Harvest Moon //  $20.70 //  $50.44 //  $125.57 // 
13377 //  Hatris //  $11.73 //  $31.62 //  $49.69 // 
13378 //  Heavyweight Championship Boxing //  $4.69 //  $39.95 //  $40.00 // 
31051 //  Heiankyo Alien //  $6.60 //  $16.50 //  $36.91 // 
13340 //  Hercules //  $6.02 //  $25.69 //  $88.27 // 
13380 //  High Stakes //  $3.00 //  $9.18 //  $15.98 // 
13381 //  Hit the Ice //  $18.95 //  $79.95 //  $175.70 // 
13382 //  Home Alone //  $5.94 //  $17.26 //  $116.22 // 
2882 //  Home Alone 2 Lost In New York //  $4.10 //  $13.30 //  $69.97 // 
13383 //  Hook //  $9.50 //  $22.45 //  $75.31 // 
13384 //  Hudson Hawk //  $11.49 //  $37.78 //  $87.50 // 
13385 //  Hunchback of Notre Dame //  $9.32 //  $34.63 //  $110.00 // 
13386 //  Hunt for Red October //  $5.00 //  $20.72 //  $50.00 // 
10442 //  Hyper Lode Runner //  $7.21 //  $25.21 //  $57.74 // 
50203 //  Ice Blue Game Boy Pocket //  $35.00 //  $39.99 //  $237.92 // 
13387 //  In Your Face //  $4.13 //  $22.45 //  $68.82 // 
13331 //  Incredible Crash Dummies //  $3.99 //  $15.17 //  $34.89 // 
13388 //  Indiana Jones Last Crusade //  $11.23 //  $41.24 //  $141.95 // 
21083 //  InfoGenius Berlitz Spanish Translator //  $8.89 //  $31.12 //  $57.72 // 
21084 //  InfoGenius: Spell Checker and Calculator //  $4.34 //  $20.67 //  $25.00 // 
13390 //  International Superstar Soccer //  $10.87 //  $73.69 //  $169.49 // 
13394 //  Iron Man X-O Manowar in Heavy Metal //  $7.04 //  $90.31 //  $109.99 // 
13395 //  Ishido: The Way of Stones //  $4.64 //  $17.16 //  $23.75 // 
2887 //  Itchy and Scratchy Miniature Golf Madness //  $21.42 //  $290.77 //  $657.05 // 
13396 //  Jack Nicklaus Golf //  $4.64 //  $10.84 //  $41.71 // 
13397 //  Jeep Jamboree //  $5.69 //  $48.03 //  $48.90 // 
13399 //  Jeopardy //  $4.64 //  $9.21 //  $24.99 // 
13400 //  Jeopardy Platinum Edition //  $9.99 //  $32.86 //  $75.58 // 
13398 //  Jeopardy Sports Edition //  $5.95 //  $26.07 //  $59.99 // 
2890 //  Jeopardy Teen Tournament //  $9.19 //  $28.26 //  $99.95 // 
13403 //  Jimmy Connors Tennis //  $170.73 //  $599.93 //  $1379.84 // 
15880 //  Joe and Mac //  $18.47 //  $78.86 //  $172.50 // 
13408 //  Jordan vs Bird One on One //  $8.63 //  $8.82 //  $189.99 // 
16189 //  Joshua: The Battle of Jericho //  $21.90 //  $59.23 //  $136.23 // 
13409 //  Judge Dredd //  $7.01 //  $26.18 //  $55.76 // 
13411 //  Jungle Strike //  $8.98 //  $21.49 //  $78.88 // 
2893 //  Jurassic Park //  $7.70 //  $35.00 //  $67.85 // 
2894 //  Jurassic Park 2 The Chaos Continues //  $12.19 //  $41.69 //  $176.32 // 
13414 //  Ken Griffey Jr Presents Major League Baseball //  $4.74 //  $20.57 //  $33.00 // 
10575 //  Kid Dracula //  $113.50 //  $731.12 //  $944.37 // 
2896 //  Kid Icarus Of Myths and Monsters //  $11.97 //  $53.45 //  $326.85 // 
2897 //  Killer Instinct //  $7.11 //  $29.56 //  $127.62 // 
58164 //  King James Bible //  $99.99 //  $348.64 //  $349.31 // 
13417 //  King of Fighters 95 //  $18.45 //  $56.30 //  $75.11 // 
13419 //  Kingdom Crusade //  $8.86 //  $43.19 //  $100.00 // 
2899 //  Kirby Pinball Land //  $6.58 //  $30.10 //  $120.01 // 
66736 //  "Kirby Pinball Land [Players Choice]" //   //   //   // 
9214 //  "Kirbys Block Ball" //  $7.50 //  $53.84 //  $90.00 // 
2901 //  "Kirbys Dream Land" //  $10.16 //  $29.99 //  $220.00 // 
2898 //  "Kirbys Dream Land 2" //  $19.98 //  $99.42 //  $499.85 // 
66733 //  "Kirbys Dream Land 2 [Players Choice]" //   //   //   // 
66751 //  "Kirbys Dream Land [Players Choice]" //  $8.99 //  $31.47 //  $76.42 // 
13420 //  "Kirbys Star Stacker" //  $9.99 //  $38.13 //  $140.04 // 
46435 //  Klax //  $6.70 //  $19.68 //  $45.27 // 
13422 //  "Knights Quest" //  $88.14 //  $308.49 //  $610.00 // 
13424 //  "Krustys Fun House" //  $10.52 //  $33.67 //  $46.19 // 
13425 //  Kung Fu Master //  $16.68 //  $239.96 //  $279.20 // 
2903 //  Kwirk //  $6.90 //  $22.21 //  $48.26 // 
13427 //  Lamborghini American Challenge //  $16.14 //  $27.77 //  $127.42 // 
13428 //  Last Action Hero //  $11.93 //  $57.50 //  $101.48 // 
13429 //  "Lazlos Leap" //  $25.11 //  $81.30 //  $186.99 // 
21082 //  Legend of the River King //  $14.69 //  $37.50 //  $70.00 // 
34781 //  Lemmings //  $8.80 //  $19.86 //  $66.23 // 
13432 //  Lethal Weapon //  $11.95 //  $39.95 //  $140.00 // 
54001 //  Light Boy //  $1.43 //  $5.00 //  $5.00 // 
2911 //  Little Mermaid //  $5.25 //  $21.02 //  $100.01 // 
13435 //  Lock n Chase //  $6.15 //  $22.89 //  $52.43 // 
37413 //  Looney Tunes //  $6.29 //  $26.27 //  $71.22 // 
2919 //  Loopz //  $5.98 //  $20.90 //  $45.86 // 
13472 //  Lost World Jurassic Park //  $9.99 //  $45.00 //  $48.00 // 
13404 //  Madden 95 //  $4.95 //  $6.88 //  $33.00 // 
13405 //  Madden 96 //  $2.67 //  $11.53 //  $53.00 // 
13406 //  Madden 97 //  $3.49 //  $25.87 //  $58.65 // 
13443 //  Malibu Beach Volleyball //  $3.87 //  $12.08 //  $29.99 // 
35120 //  Marble Madness //  $5.98 //  $15.27 //  $39.06 // 
13444 //  "Marios Picross" //  $18.33 //  $31.08 //  $136.13 // 
13445 //  "Marus Mission" //  $15.46 //  $80.00 //  $130.88 // 
20387 //  Maui Mallard in Cold Shadow //  $22.46 //  $130.23 //  $450.00 // 
2931 //  Mega Man 2 //  $12.06 //  $63.17 //  $275.61 // 
66742 //  "Mega Man 2 [Players Choice]" //   //   //   // 
13452 //  Mega Man 3 //  $27.05 //  $115.15 //  $223.75 // 
13453 //  Mega Man 4 //  $46.97 //  $391.86 //  $800.00 // 
13451 //  Mega Man 5 //  $110.50 //  $932.28 //  $2144.98 // 
2932 //  Mega Man Dr Wily Revenge //  $10.00 //  $39.50 //  $135.13 // 
66738 //  "Mega Man Dr Wily Revenge [Players Choice]" //   //   //   // 
13455 //  Megalit //  $15.99 //  $80.29 //  $135.92 // 
13456 //  Mercenary Force //  $8.28 //  $27.47 //  $125.00 // 
13457 //  Metal Masters //  $35.50 //  $163.95 //  $377.06 // 
2938 //  Metroid 2 Return of Samus //  $15.25 //  $94.04 //  $269.42 // 
66743 //  "Metroid 2 Return of Samus [Players Choice]" //   //   //   // 
19898 //  Mickey Mouse Magic Wands //  $6.13 //  $23.24 //  $45.70 // 
2940 //  "Mickeys Dangerous Chase" //  $4.96 //  $18.14 //  $61.77 // 
66752 //  "Mickeys Dangerous Chase [Players Choice]" //   //   //   // 
13526 //  "Mickeys Ultimate Challenge" //  $7.25 //  $89.99 //  $99.95 // 
13184 //  Micro Machines //  $6.49 //  $26.74 //  $75.57 // 
2944 //  Mighty Morphin Power Rangers //  $8.99 //  $40.01 //  $95.96 // 
13531 //  "Milons Secret Castle" //  $9.95 //  $82.86 //  $166.83 // 
13532 //  Miner 2049er //  $10.12 //  $102.61 //  $400.00 // 
36592 //  Missile Command //  $8.00 //  $16.39 //  $27.55 // 
2947 //  Mole Mania //  $25.05 //  $74.14 //  $128.21 // 
2948 //  Monopoly //  $5.99 //  $10.00 //  $24.37 // 
13535 //  Monster Truck Wars //  $6.43 //  $46.00 //  $89.95 // 
13536 //  Mortal Kombat //  $6.79 //  $24.78 //  $87.00 // 
2951 //  Mortal Kombat 3 //  $8.17 //  $30.33 //  $64.22 // 
2954 //  Mortal Kombat II //  $8.93 //  $25.95 //  $131.20 // 
2953 //  Mortal Kombat and Mortal Kombat II //  $19.93 //  $175.35 //  $339.98 // 
13537 //  Motocross Maniacs //  $4.17 //  $14.25 //  $39.99 // 
13538 //  Mouse Trap Hotel //  $8.31 //  $49.95 //  $94.21 // 
13539 //  "Mr. Chins Gourmet Paradise" //  $8.99 //  $41.88 //  $76.07 // 
13540 //  Mr. Do! //  $36.48 //  $260.44 //  $284.65 // 
2957 //  Ms. Pac-Man //  $6.58 //  $13.73 //  $34.99 // 
46355 //  Muhammad Ali Heavyweight Boxing //  $9.27 //  $39.99 //  $102.50 // 
13341 //  Mulan //  $8.60 //  $30.12 //  $73.39 // 
13541 //  Mysterium //  $9.76 //  $35.25 //  $84.31 // 
13430 //  Mystical Ninja Starring Goemon //  $27.67 //  $86.00 //  $378.32 // 
13543 //  NBA All-Star Challenge //  $3.73 //  $5.06 //  $35.26 // 
13544 //  NBA All-Star Challenge 2 //  $3.82 //  $11.66 //  $30.00 // 
36404 //  NBA Jam //  $4.99 //  $13.41 //  $19.61 // 
13548 //  NBA Jam Tournament Edition //  $7.23 //  $20.48 //  $47.10 // 
13549 //  NBA Live 96 //  $5.99 //  $9.99 //  $13.36 // 
13552 //  NFL Football //  $4.31 //  $9.93 //  $26.59 // 
13553 //  NFL Quarterback Club //  $3.56 //  $14.23 //  $27.12 // 
13555 //  NFL Quarterback Club 2 //  $4.54 //  $6.45 //  $34.99 // 
13554 //  NFL Quarterback Club 96 //  $2.45 //  $6.89 //  $15.00 // 
13558 //  NHL 96 //  $5.00 //  $9.99 //  $22.97 // 
13556 //  NHL Hockey 95 //  $7.25 //  $24.99 //  $32.83 // 
19502 //  NIV Bible and Lost Levels of Joshua //  $78.44 //  $282.61 //  $650.00 // 
13559 //  Nail n Scale //  $25.00 //  $98.24 //  $124.50 // 
13560 //  Navy Seals //  $6.49 //  $20.61 //  $21.17 // 
2966 //  Nemesis //  $8.14 //  $31.34 //  $127.83 // 
13475 //  New Chessmaster //  $6.31 //  $20.42 //  $24.54 // 
20101 //  "Nigel Mansells World Championship Racing" //  $4.99 //  $19.78 //  $52.95 // 
13562 //  Ninja Boy //  $15.24 //  $110.07 //  $253.16 // 
13563 //  Ninja Boy 2 //  $21.16 //  $25.17 //  $114.75 // 
2971 //  Ninja Gaiden Shadow //  $36.73 //  $127.12 //  $286.97 // 
13564 //  Ninja Taro //  $50.12 //  $175.41 //  $403.44 // 
3130 //  Nintendo World Cup //  $4.99 //  $14.99 //  $55.85 // 
13566 //  "Nobunagas Ambition" //  $14.17 //  $26.00 //  $30.02 // 
7411 //  Oddworld Adventures //  $7.20 //  $21.05 //  $26.35 // 
13568 //  Olympic Summer Games //  $4.38 //  $13.79 //  $29.99 // 
2795 //  Operation C //  $18.68 //  $100.08 //  $147.48 // 
38642 //  Original Gameboy Black //   //   //   // 
40418 //  Original Gameboy Green //   //   //   // 
46989 //  Original Gameboy Red //  $37.66 //  $140.07 //  $322.16 // 
16869 //  Original Gameboy System //  $32.25 //  $135.46 //  $320.95 // 
40419 //  Original Gameboy Yellow //   //   //   // 
13569 //  Out of Gas //  $22.01 //  $75.12 //  $172.78 // 
13570 //  PGA European Tour //  $4.62 //  $19.99 //  $23.21 // 
13571 //  PGA Tour 96 //  $4.93 //  $9.99 //  $38.78 // 
13574 //  Pac-Attack //  $13.95 //  $53.00 //  $117.37 // 
2972 //  Pac-Man //  $5.73 //  $15.60 //  $36.31 // 
66744 //  "Pac-Man [Players Choice]" //   //   //   // 
13575 //  Pac-in-Time //  $12.99 //  $74.84 //  $172.13 // 
13576 //  Pagemaster //  $8.00 //  $35.41 //  $171.80 // 
13578 //  Panel Action Bingo //  $5.56 //  $19.47 //  $47.15 // 
21142 //  Paperboy //  $6.53 //  $22.50 //  $58.38 // 
13579 //  Paperboy 2 //  $7.16 //  $26.01 //  $68.00 // 
13580 //  Penguin Wars //  $6.99 //  $31.00 //  $78.12 // 
46397 //  Personal Organizer & Phone Book //  $9.99 //  $29.00 //  $29.00 // 
13572 //  Pinball Dreams //  $11.74 //  $32.22 //  $95.00 // 
13581 //  Pinball Fantasies //  $11.72 //  $29.74 //  $173.00 // 
13582 //  Pinocchio //  $8.57 //  $30.18 //  $38.60 // 
13573 //  Pipe Dream //  $6.25 //  $8.31 //  $31.38 // 
13584 //  Pit-Fighter //  $6.97 //  $13.06 //  $34.99 // 
